152,1,41703909,41707366,
153,3,975995,1427051,
154,11,2827521,20702000,
155,5,19258755,28755091,
156,5,19258755,28755091,
157,12,970495,8828505,
158,5,19258755,28755091,
159,11,24323354,24323830,
160,11,21898615,21903367,
161,10,19577439,22770151,
162,3,2630287,2795703,
163,2,13202780,17226219,
164,5,27729674,27735241,
165,2,32710995,33265069,
166,4,27204061,27357420,
167,4,34553977,35281498,
168,4,34553977,35281498,
169,4,34553977,35281498,
170,5,4085166,4087911,
171,5,20217134,20220313,
172,2,23191143,31166188,
173,7,13444285,13444846,
174,1,6273283,9865716,
175,1,28571547,36953571,
176,8,27930045,27930287,
177,4,6571336,20053733,
178,5,5266957,7818948,
179,12,27662696,27664972,
180,5,7509091,16531609,
181,3,18470802,18600010,
182,7,17530626,22912990,
183,3,488942,979543,
184,11,21483290,23651853,
185,4,4433646,4435752,
186,11,20614217,22645738,
187,6,27039549,27287933,
188,1,36697294,42364623,
189,3,13279321,13284073,
190,8,27115743,27120160,
191,4,25273817,25274481,
192,8,19395396,24277473,
193,2,534963,538203,
194,5,238143,3285751,
195,1,4635793,27950354,
196,1,4635793,25629404,
197,1,4635793,27950354,
198,3,31082622,37254205,
199,1,25236559,29382447,
200,8,26646849,26650161,
201,1,4795155,5759851,
202,1,5759741,7445899,
203,2,32389877,35545232,
204,9,20600863,21314308,
205,1,4795155,5759851,
206,1,5759741,39646396,
207,6,27288493,29906021,
208,6,3459492,6023472,
209,6,3459492,6023472,
210,6,3459492,6023472,
211,10,19738642,22303661,
212,4,29737978,33358474,
213,10,10558704,10561460,
214,1,36226902,39470731,
215,5,27486247,28855659,
216,2,36028513,36262401,
217,6,6927624,20691040,
218,1,4795155,5759851,
219,1,4795155,5759851,
220,10,16326502,16330772,
221,9,20828464,21314308,
222,8,5326640,17528755,
223,3,27494415,31496678,
224,3,23887818,28859103,
225,6,8054255,9537572,
226,6,8054255,9537572,
227,6,6822037,8066362,
228,1,36226902,41822222,
229,1,4795155,5759851,
230,1,9701778,10543644,
231,2,35125790,35128892,
232,11,28353580,28355835,
233,12,23610707,23758251,
234,6,3168374,3459750,
235,6,4212289,4899565,
236,7,19502607,20434662,
237,1,4635793,5759851,
238,1,36697294,39534042,
239,10,22304140,22770151,
240,6,3416533,3416728,
241,12,3185432,3185629,
242,1,5793810,7481804,
243,1,5793810,7481804,
244,1,5793810,7481804,
245,1,5793810,7481804,
246,7,4606397,16264722,
247,2,34831427,35173313,
248,4,32246485,34252531,
249,3,10000519,12208434,
250,3,9880148,10000636,
251,3,10000519,12208434,
252,8,16626364,19399182,
253,10,5167605,7599729,
254,1,22256683,24776333,
255,9,21313734,23027968,
256,4,30445455,31356186,
257,4,6571336,11290874,
258,4,17889105,20281368,
259,4,11283287,17888842,
260,4,6571336,11290874,
261,2,18269869,20729299,
262,4,11283287,17888842,
263,3,5210684,5584862,
264,1,41444285,42364623,
265,9,9783058,12413337,
266,1,5759741,5759851,
267,3,4072902,6784194,
268,3,1423343,4098191,
269,2,5357310,9018568,
270,5,23597602,28841123,
271,1,36697294,42364623,
272,3,1429107,3509693,
273,1,36697294,42364623,
274,4,8667374,13693920,
275,1,36697294,42364623,
276,4,20281518,21649520,
277,1,42496228,43337260,
278,1,42496228,43337260,
279,3,29555852,29580503,
280,1,36697294,42364623,
281,4,17889105,20281368,
282,3,464682,1429520,
283,2,20728825,25430309,
284,3,464682,1429520,
285,12,26277931,27748876,
286,1,31822907,33817439,
287,1,42496228,43337260,
288,2,27928037,29583314,
289,3,10652190,16024796,
290,4,32246485,33033092,
291,4,32246485,33033092,
292,2,26758064,36554631,
293,5,21013626,25225759,
294,12,3185432,14601609,
295,5,21013626,25225759,
296,12,26367959,27215000,
297,3,464682,1429520,
298,1,36697294,42495953,
299,1,42361507,42495953,
300,3,2432425,3509693,
301,3,464682,1429520,
302,2,20728825,25430309,
303,3,2432425,3509693,
304,3,2432425,3509693,
305,9,20078749,20828859,
306,6,4346160,4352379,
307,6,4346160,4352379,
308,6,28130152,28130383,
309,6,28130152,28130383,
310,6,28130152,28130383,
311,8,3170545,5333855,
312,12,24616244,27664972,
313,1,39466088,42591824,
314,8,26358647,27651023,
315,3,22304962,25360678,
316,12,21430775,21431060,
317,7,17530626,22912990,
318,2,1660784,3836885,
319,3,696186,979543,
320,2,27533328,32389986,
321,3,3939279,4098191,
322,1,28628063,29823005,
323,4,18772814,18772892,
324,5,27457534,27457701,
325,8,26637711,28166213,
326,1,26686640,26690092,
327,7,16262181,17535483,
328,11,6171645,8107623,
329,5,2190812,2190895,
330,8,1560795,1560923,
331,3,2432425,10000636,
332,1,39535359,41672331,
333,6,8054255,8066362,
334,12,25203610,25203829,
335,12,25203610,25203829,
336,2,35918141,36028798,
337,2,35545046,36028798,
338,2,35545046,36028798,
339,2,35545046,36028798,
340,2,35545046,36028798,
341,1,4795155,4797479,
342,6,6927624,20691040,
343,6,6927624,20691040,
344,10,16938289,18543072,
345,1,36226902,39470731,
346,6,6927624,20691040,
347,4,22267815,22270568,
348,4,27441052,27441315,
349,8,11101731,11107277,
350,9,18374393,18491736,
351,6,6927624,20691040,
352,6,6927624,20691040,
353,2,5357310,9018568,
354,2,9013105,9018568,
355,1,42361507,43337260,
356,4,17889105,20281368,
357,3,1429107,2432615,
358,1,42361507,43337260,
359,1,36697294,42495953,
360,1,42361507,43337260,
361,3,6088558,7176458,
362,2,27971229,35962660,
363,9,10195130,10197474,
364,1,23731232,23736697,
365,3,31082622,35089139,
366,6,24220931,25797291,
367,3,18350837,22306369,
368,6,6521345,6831863,
369,6,6521345,6831863,
370,1,36697294,42495953,
371,7,4606397,6812968,
372,3,9015683,12199844,
373,3,9015683,12199844,
374,4,31648882,32036068,
375,2,5263536,30654749,
376,6,20691542,25333212,
377,3,31082622,37254205,
378,3,464682,698721,
379,3,31082622,37254205,
380,8,19472018,20740963,
381,8,19472018,20740963,
382,10,21384897,21932522,
383,12,21477298,21481353,
384,10,3758658,13115650,
385,10,3758658,13115650,
386,7,5512628,5512754,
387,1,38490966,38491404,
388,1,38490966,38491404,
389,1,40650780,40651278,
390,2,36318480,36318617,
391,1,40650780,40651278,
392,8,22562556,22562749,
393,7,5512628,5512754,
394,10,1798870,1799061,
395,2,26758064,26758298,
396,6,1360570,1360690,
397,1,1405980,5759851,
398,1,1405980,5759851,
399,6,3168374,4234201,
400,6,3168374,4234201,
401,6,3168374,4234201,
402,11,29841073,30349173,
403,7,5512628,22532504,
404,3,34244159,35998885,
405,1,36697294,42364623,
406,4,25316661,33033092,
407,3,15401242,25890781,
408,3,34244159,35998885,
409,9,7787900,7791369,
410,9,6582100,6586071,
411,9,7787900,7791369,
412,9,6582100,6586071,
413,11,24323354,24323830,
414,9,18489616,21113859,
415,7,24952921,27191049,
416,7,21001164,24959020,
417,7,23326303,25284593,
418,6,4234080,5096867,
419,6,4234080,5096867,
420,7,26133781,30222602,
421,1,35712600,39470731,
422,1,35712600,39470731,
423,11,29841073,30349173,
424,7,23766521,24746292,
425,2,23021123,24905734,
426,9,20600863,21314308,
427,2,23457248,23460088,
428,3,5758005,5758498,
429,10,13330314,13329988,
430,1,5094276,5094764,
431,9,1159676,1164723,
432,3,1772253,1772098,
433,10,9125266,12043918,
434,12,18152227,18160498,
435,12,18152227,18160498,
436,1,40038301,40288357,
437,3,25876546,25884563,
438,10,845399,21629868,
439,5,7773134,7779385,
440,1,15849886,23361033,
441,10,18542704,18543072,
442,1,40287847,43764612,
443,6,4932906,4937483,
444,5,8708578,8715068,
445,10,19184232,19184413,
446,4,22813028,24022219,
447,6,2770072,3826329,
448,6,2684129,4352379,
449,12,5820051,24012742,
450,6,3459492,6023472,
451,1,1039868,5759851,
452,6,3459492,6023472,
453,6,3459492,6023472,
454,10,19738642,22303661,
455,7,27188091,30322668,
456,5,20217134,20220313,
457,3,18350837,22142430,
458,3,16196565,25360678,
459,3,28179047,28179157,
460,4,20518311,24585809,
461,2,26033535,26034238,
462,10,17505263,17510657,
463,6,8751256,12402719,
464,6,8751256,12402719,
465,11,20701870,20702000,
466,7,5884863,6812968,
467,9,1159676,11367960,
468,6,29906429,31674997,
469,3,28179047,28999468,
470,3,35783061,37199035,
471,3,35783061,37199035,
472,6,4844259,5096867,
473,10,19738642,22303661,
474,8,20740779,20740963,
475,5,27056983,27486349,
476,5,27486247,28855659,
477,1,43765087,44751487,
478,5,27056983,27486349,
479,5,27486247,28855659,
480,3,6027240,8462713,
481,6,6927624,20691040,
482,5,27056983,27486349,
483,1,4795155,5759851,
484,3,35783061,36303203,
485,6,6521345,6927968,
486,1,36226902,39470731,
487,10,9888577,15136649,
488,1,36226902,39470731,
489,10,16938289,18543072,
490,10,9888577,15136649,
491,1,4795155,5759851,
492,9,15302939,18491736,
493,2,34831427,35173313,
494,4,32246485,33717911,
495,3,35998421,36303203,
496,3,1772253,3475138,
497,1,33178792,34810544,
498,5,3320155,3597128,
499,4,31648882,32246967,
500,4,31648882,32246967,
501,6,2839864,2912060,
502,3,31082622,35089139,
503,7,25762909,26436746,
504,5,3281266,3285751,
505,9,11366789,15020655,
506,6,1370829,2501902,
507,1,39466088,41444527,
508,1,41444285,44211418,
509,9,6582100,12413787,
510,4,31436862,31649362,
511,2,36554929,36554631,
512,12,1595305,1594834,
513,6,6521345,6831863,
514,6,6521345,6831863,
515,6,6521345,6831863,
516,8,3170545,5333855,
517,10,18542704,19738291,
518,4,6571336,6571458,
519,1,41820167,43764612,
520,7,26313662,27191049,
521,1,22256683,24776333,
522,6,8054255,9537572,
523,6,6822037,6927968,
524,2,36028513,36262401,
525,1,42157734,42364623,
526,2,23457248,26356387,
527,9,6582100,7791369,
528,2,29242392,35959447,
529,6,6283432,9284248,
530,3,464682,1429520,
531,3,464682,1429520,
532,1,36697294,42364623,
533,5,6115238,18944887,
534,4,32246485,34252531,
535,4,32246485,34252531,
536,3,1429107,3215610,
537,9,19559036,19562133,
538,1,196647,1891262,
539,1,1887524,4635870,
540,3,23850041,25360678,
541,2,11418741,12245613,
542,8,20740779,21233221,
543,4,679929,6571458,
544,8,20740779,21233221,
545,4,27441052,29644770,
546,9,21313734,22021406,
547,9,20828464,21314308,
548,9,21313734,22021406,
549,4,31648882,32246967,
550,4,31648882,32246967,
551,4,35277669,35283358,
552,4,32246485,35283358,
553,9,21109960,22690613,
554,10,845399,1935940,
555,7,6841433,15871629,
556,12,2427030,24823647,
557,5,19614740,27264019,
558,8,26865987,27199300,
559,6,6720901,8066362,
560,10,17684573,17686581,
561,9,19168716,21314308,
562,1,42157734,42364623,
563,12,18152227,19802220,
564,12,18152227,19802220,
565,7,18481047,25763098,
566,5,10787462,18944887,
567,8,8921661,16630704,
568,4,34553977,35281498,
569,5,26972040,27060414,
570,2,23457248,30711734,
571,2,22631410,23025244,
572,12,2432289,3185629,
573,6,6283432,7177183,
574,4,29158445,31356186,
575,6,27586549,27586198,
576,1,31203835,31206299,
577,10,21624625,21629868,
578,10,3758658,3760625,
579,4,17889105,17888842,
580,10,3758658,3760625,
581,9,23107112,23552932,
582,4,23865707,23870132,
583,3,9880148,9880322,
584,3,16196565,25360678,
585,3,16196565,25360678,
586,2,12245463,26758298,
587,8,4377457,4377597,
588,8,4377457,4377597,
589,3,10000519,10000636,
590,8,4377457,4377597,
591,2,6945662,6945420,
592,5,2760002,2760413,
593,3,1498936,1499106,
594,10,22769959,22770151,
595,11,2827521,2827670,
596,8,6762708,6762895,
597,11,2827521,2827670,
598,2,27533328,32389986,
599,8,6762708,12383755,
600,6,1360570,3168547,
601,10,15737354,17165630,
602,10,22769959,22957121,
603,8,522421,2114959,
604,1,20666582,25629404,
605,3,18350854,28859103,
606,3,35783061,37199035,
607,6,1764586,3416728,
608,3,18350854,28859103,
609,2,27557550,29160460,
610,4,29644621,31356186,
611,4,31356068,33083265,
612,2,27557550,29160460,
613,1,22256683,22256222,
614,4,32246485,32246967,
615,7,1570817,2350360,
616,8,17528232,25684949,
617,6,9282143,17933378,
618,7,27391198,29608218,
619,11,20100938,21478317,
620,6,483009,1562787,
621,9,1119992,12373242,
622,9,1119992,15903077,
623,2,23191143,32334580,
624,3,16840989,16841409,
625,3,29580203,29580503,
626,3,23850041,23850248,
627,6,9536259,11765132,
628,12,1548039,5758733,
629,6,4896312,4899565,
630,9,4357987,7791369,
631,4,32246485,34252531,
632,1,34264553,36658883,
633,1,34264553,36658883,
634,4,32246485,34252531,
635,8,5421262,7568613,
636,4,8667374,20281368,
637,6,6023974,9537572,
638,6,6023974,9537572,
639,8,5421262,17528755,
640,6,28605507,28610782,
641,5,18944261,21678878,
642,8,25681306,27825769,
643,1,34067651,36658883,
644,4,32246485,35283358,
645,4,11283287,20281368,
646,5,22309016,25730022,
647,7,8358800,11394315,
648,8,4444681,4446617,
649,6,642688,2687409,
650,9,2658483,16317550,
651,11,4830321,8107623,
652,11,4830321,6171879,
653,2,31163247,31166188,
654,3,29542638,29542992,
655,4,22859833,27441315,
656,6,6927624,20691040,
657,6,6927624,20691040,
658,6,6927624,20691040,
659,6,4932906,5425602,
660,2,2069848,5347589,
661,5,7818863,10787755,
662,1,33856510,34810544,
663,3,1498936,3845280,
664,12,24616244,26389832,
665,10,21593531,22957121,
666,6,2853061,4303488,
667,2,2450945,2451056,
668,6,29477181,29477319,
669,5,18944261,29429411,
670,11,15492181,19497296,
671,8,2954625,3045863,
672,11,29929121,30047077,
673,1,38490966,39646396,
674,6,2831443,4844376,
675,9,22021233,23027968,
676,11,20100938,20702000,
677,2,8041708,8197754,
678,3,23850041,28999468,
679,7,30000996,30092568,
680,9,19464779,22021406,
681,1,84323,1058644,
682,2,6035616,6762680,
683,11,29841073,30773636,
684,11,24948460,28848614,
685,4,29644621,33083265,
686,3,37198953,37199035,
687,4,34553977,34561100,
688,1,38378834,38379204,
689,5,10894478,10897829,
690,6,6230045,6230185,
691,12,3185432,3185629,
692,7,2908317,2908485,
693,7,2908317,2908485,
694,7,2908317,2908485,
695,7,2908317,2908485,
696,7,2908317,2908485,
697,7,2908317,2908485,
698,7,2908317,2908485,
699,7,11391449,11394315,
700,7,19354374,26133946,
701,7,17530626,22912990,
702,3,36693668,37199035,
703,2,26758064,28502793,
704,2,33667096,34831889,
705,7,27297755,30001266,
706,6,7592048,8751554,
707,6,6230045,7592308,
708,6,7592048,8751554,
709,9,15359476,18374564,
710,6,6230045,7592308,
711,6,6822037,8066362,
712,1,4541296,7481804,
713,10,19343755,19470171,
714,6,9536259,9537572,
715,5,336573,336728,
716,3,1429107,1429520,
717,6,25332713,25333212,
718,9,9783058,9783612,
719,11,4060115,4066682,
720,6,4844259,5425602,
721,2,21658702,26758298,
722,2,26758064,30472718,
723,7,5512628,19619933,
724,6,28130152,29477319,
725,3,10000519,12459455,
726,7,22532352,27297913,
727,7,22532352,27297913,
728,12,14257182,17546401,
729,12,14257182,17758636,
730,12,9895474,17758636,
731,3,390526,4976444,
732,12,14257182,17758636,
733,12,9895474,17758636,
734,12,9895474,17758636,
735,12,14257182,17546401,
736,9,20442345,21379666,
737,3,11360711,23162767,
738,3,11360711,23162767,
739,6,4932906,4937483,
740,4,608084,4435752,
741,1,5558578,6155115,
742,1,36697294,42364623,
743,6,441692,537430,
744,5,26157218,27457701,
745,3,32239082,32365157,
746,6,1476793,1477087,
747,9,4326497,11367960,
748,1,31822907,33817439,
749,8,360155,4446617,
750,8,360155,4446617,
751,9,18374393,19465043,
752,3,7935478,9901136,
753,6,6230045,6976691,
754,6,6230045,6976691,
755,6,6230045,6976691,
756,1,4885916,6676229,
757,1,5788225,6220168,
758,10,18542704,19345496,
759,1,5941444,8139063,
760,2,24880297,27129441,
761,11,16351679,19497296,
762,5,1243631,1376781,
763,8,20740779,24569536,
764,1,40650780,41923950,
765,7,22532352,25188107,
766,6,4234080,28130383,
767,11,2391119,20101064,
768,6,4234080,28130383,
769,8,4377457,4377597,
770,6,1764586,2831635,
771,6,1764586,2831635,
772,6,6230045,7592308,
773,6,1360570,1764729,
774,6,1360570,1764729,
775,6,1360570,1764729,
776,9,20078749,21314308,
777,4,34247154,35283358,
778,1,36697294,42364623,
779,9,19168716,21314308,
780,3,35998421,36303203,
781,1,23281883,24776333,
782,3,27894595,29580503,
783,10,13330314,19551633,
784,7,29072683,30127996,
785,2,12493299,12493559,
786,12,8828352,8828505,
787,8,20464618,20591286,
788,4,31863376,32246967,
789,12,5758920,5758733,
790,12,5758920,5758733,
791,12,27748377,27748876,
792,6,4946071,5029146,
793,1,5094276,7970819,
794,1,5094276,7970819,
795,6,10015514,28130383,
796,1,5094276,7970819,
797,1,25629211,30941150,
798,1,33817920,40288357,
799,8,2034368,3543208,
800,6,6927624,20691040,
801,1,43765087,44751487,
802,1,43765087,44751487,
803,6,6927624,20691040,
804,5,27486247,28855659,
805,1,39466088,43764612,
806,8,19395396,20740963,
807,2,9013105,10110105,
808,3,27894595,29301670,
809,3,27894595,29301670,
810,5,27486247,28855659,
811,4,22859833,27441315,
812,4,22859833,27441315,
813,1,4795155,5759851,
814,3,35783061,36303203,
815,1,39466088,43764612,
816,1,4795155,5759851,
817,6,2561213,6283916,
818,1,36697294,42364623,
819,1,36697294,42364623,
820,1,36697294,42364623,
821,1,36697294,42364623,
822,1,36697294,42364623,
823,1,36697294,42364623,
824,1,36697294,42364623,
825,1,36697294,42364623,
826,3,198324,199266,
827,11,23939104,24038825,
828,1,3483439,7970819,
829,1,3483439,10753685,
830,1,10753550,26104011,
831,12,1595305,1594834,
832,3,32803587,36303203,
833,1,42710233,42715593,
834,5,20217134,20220313,
835,1,42710233,42715593,
836,5,5896190,5898983,
837,3,27494415,27496634,
838,3,27494415,27496634,
839,12,27662696,27664972,
840,3,27494415,27496634,
841,6,31870268,31872155,
842,5,3281266,3285751,
843,2,23021123,23025244,
844,1,41321619,41326023,
845,1,41321619,41326023,
846,9,22688515,22690613,
847,1,42710233,42715593,
848,7,3215492,3219427,
849,3,10238092,10240940,
850,6,8054255,8066362,
851,5,347741,491988,
852,2,34831427,34831889,
853,1,31203835,31206299,
854,1,31203835,31206299,
855,1,31203835,31206299,
856,1,31203835,31206299,
857,1,31203835,31206299,
858,1,33178792,33184516,
859,1,33178792,33184516,
860,1,31203835,31206299,
861,3,1429107,3509693,
862,1,36697294,42495953,
863,1,34067651,42495953,
864,5,2069338,2760413,
865,9,18374393,19465043,
866,12,309365,308865,
867,7,413668,1165196,
868,7,2349842,17535483,
869,7,2349842,17535483,
870,7,2349842,17535483,
871,7,2349842,17535483,
872,6,9282143,17933378,
873,9,19168716,21314308,
874,9,19168716,21314308,
875,5,23597602,29429411,
876,3,1429107,3215610,
877,1,42157734,42364623,
878,1,34825679,34969341,
879,4,32246485,34252531,
880,1,34264553,36658883,
881,1,34264553,36658883,
882,4,32246485,34252531,
883,8,5421262,7568613,
884,4,8667374,20281368,
885,6,6023974,9537572,
886,6,6023974,9537572,
887,6,23740405,23740821,
888,2,31163247,32334580,
889,2,31163247,32334580,
890,2,31163247,32334580,
891,2,29520942,30524437,
892,2,27533328,28207849,
893,8,19472018,21737684,
894,6,9282143,17933378,
895,5,23775727,23785531,
896,9,14310249,14458878,
897,3,28940657,28946571,
898,10,15197103,15199951,
899,2,23457248,26356387,
900,3,464682,3509693,
901,1,41923730,42364623,
902,6,26569436,28130383,
903,10,21474732,21503768,
904,11,17246592,23651853,
905,11,17246592,23651853,
906,11,17246592,23651853,
907,9,21716815,21721485,
908,11,2772223,2776940,
909,7,30276864,30289374,
910,3,9810142,9819353,
911,2,25427321,25430309,
912,12,1548039,18160498,
913,12,1548039,18160498,
914,12,1548039,18160498,
915,7,4606397,17535483,
916,10,12044545,12043918,
917,4,19921036,29158662,
918,2,10302717,10312725,
919,4,5310439,5318806,
920,2,22698920,22705606,
921,4,8667374,11290874,
922,10,15197103,15199951,
923,12,7731505,7731094,
924,1,44208186,44211418,
925,11,23732960,23734930,
926,11,23732960,23734930,
927,1,41444285,44211418,
928,11,23732960,23734930,
929,11,23732960,23734930,
930,2,31163247,31166188,
931,5,28994948,29429411,
932,7,24746657,26133946,
933,8,24274675,27825769,
934,9,15969906,15977784,
935,10,845399,847614,
936,11,23732960,23734930,
937,7,30127519,30127996,
938,3,12199361,12199844,
939,3,5758005,5758498,
940,11,383711,21835946,
941,2,29160264,36128950,
942,2,29160264,36128950,
943,4,23292321,23757222,
944,4,23292321,23757222,
945,3,13274763,21005826,
946,6,24221010,25399700,
947,8,3927309,15529036,
948,4,33234004,33430563,
949,3,2432425,3845280,
950,9,18297411,20828859,
951,4,25626203,33083265,
952,12,3581725,8828505,
953,8,22562556,22562749,
954,3,16018787,23850248,
955,3,23850041,31298638,
956,3,16840989,29580503,
957,3,23850041,29580503,
958,1,23359606,24776333,
959,3,16018787,16841409,
960,2,27928037,31809030,
961,3,16840989,23850248,
962,8,4105519,5425677,
963,1,40138229,40141332,
964,1,11726709,11726808,
965,1,34539279,39646396,
966,1,8138438,11726808,
967,6,25399524,31966537,
968,6,27116596,27116110,
969,1,25629211,25629404,
970,1,26419476,29360353,
971,6,3416533,3416728,
972,10,18542704,18543072,
973,2,1326947,1327099,
974,8,20740779,24569536,
975,3,2432425,2432615,
976,6,3416533,3416728,
977,6,3416533,3416728,
978,6,3416533,3416728,
979,3,11070754,11078864,
980,3,31767880,31772937,
981,6,27116596,27586198,
982,10,3758658,3760625,
983,1,44208186,44211418,
984,10,1928434,12043918,
985,5,27056983,28855659,
986,7,24952921,26133946,
987,1,196647,1891262,
988,3,23850041,25360678,
989,1,196647,1891262,
990,7,24952921,27191049,
991,7,19344636,24746292,
992,2,23457248,26356387,
993,7,19344636,24746292,
994,3,5466676,8462713,
995,3,6042033,6041592,
996,5,18944261,18944887,
997,2,23457248,26356387,
998,10,13111494,14711256,
999,4,608084,4435752,
1000,1,42157734,42364623,
1001,12,18152227,19802220,
1002,4,31436862,34252531,
1003,1,42496228,43337260,
1004,4,21645173,34244441,
1005,4,1137976,17888842,
1006,6,6927624,29906021,
1007,8,4105519,25684949,
1008,10,12044545,19623828,
1009,12,309365,7731094,
1010,3,8460597,9806441,
1011,6,20691542,25797291,
1012,7,8910286,11394315,
1013,11,5402356,5699215,
1014,1,33168525,33249565,
1015,1,36697294,42364623,
1016,3,10000519,12459455,
1017,3,12459327,23887965,
1018,3,10000519,12459455,
1019,3,12459327,23887965,
1020,5,18760746,19982059,
1021,5,18760746,19982059,
1022,4,32036440,32061259,
1023,9,21504897,21615388,
1024,2,26758064,29247371,
1025,6,23740405,25797291,
1026,4,32246485,35283358,
1027,2,29520942,30524437,
1028,8,4772713,5115915,
1029,6,24812663,25202821,
1030,1,42496228,43337260,
1031,1,42496228,43337260,
1032,3,25876546,27899169,
1033,7,23518753,24685302,
1034,7,23518753,24685302,
1035,3,10708808,12954471,
1036,12,25203610,26368115,
1037,12,25203610,26368115,
1038,12,25203610,26368115,
1039,3,10220781,18799084,
1040,3,2432217,15045666,
1041,3,514856,2432647,
1042,3,2432217,15045666,
1043,2,20199878,21658842,
1044,2,7735705,8789557,
1045,9,20442345,20828859,
1046,2,20199878,21658842,
1047,3,10708808,12954471,
1048,2,26613968,30200578,
1049,2,26613968,30200578,
1050,2,4414015,5205255,
1051,1,36657777,40959893,
